单位id,用户id（uid）,在线时长（秒）
1727,86725128,1097
1727,232845393,5477
1727,147023324,54455
1727,103130727,105002
1727,191682073,540
1727,84532617,16656
1727,191962267,71550
1727,95319284,9343
1727,188926730,23420
1727,191681936,540
1727,135756186,36511
1727,83918441,35615
1727,151700264,360
1727,191961772,130767
1727,103131593,309006
1727,103129139,34077
1727,147026914,160477
1727,103127875,477844
1727,155626026,1260
1727,77237483,515995
1727,82832122,49306
1727,84534383,22650
1727,147024016,100380
1727,93837385,33831
1727,191963548,103944
1727,82832794,22406
1727,147113964,1226
1727,188662285,61522
1727,103131496,7042
1727,234989713,180
1727,191963083,87776
1727,103128488,331144
1727,103130088,66818
1727,191960469,505583
1727,147021729,131253
1727,82790951,27793
1727,147023094,324082
1727,176869535,180
1727,188923825,8340
1727,188926938,180
1727,99317551,180
1727,147025376,148285
1727,66008779,180
1727,82393966,51126
1727,234989748,26982
1727,35192352,360
1727,147024322,71638
1727,96645901,45781
1727,188923544,27140
1727,147117199,3332
1727,53991381,360
1727,147110906,1122
1727,234985903,6334
1727,234990128,20593
1727,70107963,8946
1727,234986272,36157
1727,84532573,41649
1727,103088879,77921
1727,234989560,180
1727,82246388,39676
1727,191960572,817108
1727,82832575,155018
1727,103127993,17064
1727,191963263,46822
1727,147024277,38529
1727,66010793,2880
1727,147022972,20274
1727,103127750,24966
1727,156115362,58492
1727,66007268,35522
1727,121901282,180
1727,121901190,180
1727,147023321,196465
1727,191963434,114369
1727,55538199,360
1727,191961198,415900
1727,191960108,525879
1727,82248432,25066
1727,188925968,180
1727,82961146,2520
1727,147024559,335153
1727,84049862,55538
1727,103127810,249374
1727,103127829,67030
1727,79908458,33353
1727,24174057,1009
1727,103128378,44563
1727,191962497,34361
1727,147027743,180
1727,103130123,942
1727,188926865,5893
1727,103128522,20826
1727,103128367,283835
1727,103131461,12802
1727,176691475,2475
1727,103127437,98870
1727,147024734,53430
1727,191960519,25456
1727,147021640,63859
1727,70107437,38544
1727,191959839,82930
1727,66020483,720
1727,191963011,67858
1727,239252053,294
1727,191962196,159611
1727,147026208,95920
1727,191964168,40604
1727,191960392,293614
1727,191959656,150251
1727,155624504,37798
1727,147022125,181397
1727,239252145,452
1727,155626643,875
1727,54929059,180
1727,142663038,10326
1727,121379315,41026
1727,149916016,2486
1727,155624018,34093
1727,121663242,420
1727,147022621,35616
1727,147022417,727594
1727,191961236,374788
1727,84231495,21442
1727,66018345,15171
1727,147022949,459472
1727,84533927,26345
1727,69585273,6170
1727,191962672,475609
1727,234988652,3073
1727,103131748,273766
1727,103129913,18452
1727,84534481,26809
1727,84102424,142119
1727,94310314,49082
1727,191961468,163100
1727,191960541,233956
1727,147027103,102422
1727,191963829,218641
1727,191585857,873
1727,128904860,180
1727,191963342,54489
1727,147024694,82694
1727,163025124,140774
1727,138053301,173470
1727,103128879,52803
1727,103129416,660378
1727,239248449,4894
1727,103131152,21698
1727,147111335,540
1727,103128895,18652
1727,191960111,47470
1727,167668798,13008
1727,191962062,353989
1727,103129781,270063
1727,147112641,1089
1727,147114538,180
1727,103130076,348576
1727,234990211,14390
1727,188927020,25902
1727,234990502,1917
1727,176868568,12945
1727,35473795,111523
1727,188923384,3333
1727,66010782,11054
1727,34981268,9596
1727,103127914,31240
1727,149219547,391716
1727,103129996,1525
1727,147026964,181079
1727,66017407,75697
1727,94519470,256166
1727,103131625,178799
1727,103127820,19711
1727,103127302,128208
1727,147023753,275960
1727,239251736,201
1727,103130748,1478194
1727,191962686,157914
1727,58419567,74749
1727,147024488,91595
1727,103131305,59047
1727,147024589,257484
1727,168686811,943
1727,82300793,31737
1727,122162717,124369
1727,82299647,55192
1727,82300355,29704
1727,239247395,1070
1727,155624380,1069
1727,66004103,180
1727,147021839,171637
1727,103131280,54905
1727,155626388,540
1727,191960297,40849
1727,66020506,2237
1727,82832174,25887
1727,147027573,346665
1727,29649629,13843
1727,239251435,5799
1727,191964217,451245
1727,149336163,464758
1727,94361322,168701
1727,147023934,35930
1727,84534259,180
1727,147021931,40895
1727,191963979,118585
1727,234988035,1927
1727,147114252,1241
1727,84535866,111004
1727,103128849,81312
1727,127111403,180
1727,176504634,360
1727,117125217,1698
1727,66005222,360
1727,103128829,133294
1727,84534555,36566
1727,150531458,187
1727,84535953,30740
1727,234988552,8190
1727,188926723,11629
1727,147113928,2452
1727,147026644,424956
1727,82129038,62682
1727,147022268,3979
1727,147026394,46337
1727,103128721,40884
1727,191962937,33921
1727,147115422,60115
1727,103131346,37510
1727,66011337,277
1727,147112715,2782
1727,147027058,82367
1727,191960972,91069
1727,44293811,182
1727,66010839,19266
1727,82195697,12807
1727,234988718,733
1727,28200566,360
1727,57060548,2371
1727,82299519,23154
1727,82832669,12434
1727,147024426,100297
1727,66012574,41612
1727,147113327,180
1727,78595544,1003
1727,103129087,57857
1727,84534391,38596
1727,188926038,10022
1727,84534563,34653
1727,176679023,60234
1727,83916804,31318
1727,189853774,360
1727,84533422,18968
1727,82300749,267471
1727,234985900,180
1727,239252152,180
1727,226738728,180
1727,176504815,360
1727,188925455,180
1727,82832345,51227
1727,191963520,25770
1727,103130758,25080
1727,176503424,360
1727,103128510,84838
1727,82832720,18495
1727,66020548,7327
1727,147026929,134806
1727,191959814,637435
1727,147022385,280971
1727,53650740,360
1727,176869023,317
1727,69234203,180
1727,66016063,496
1727,54990852,7802
1727,103128753,64713
1727,82332047,148033
1727,147024641,1448251
1727,35785956,8226
1727,103129522,388556
1727,84535746,9843
1727,234990796,1260
1727,147027607,304350
1727,38222085,180
1727,66007837,576
1727,69904349,223
1727,82832886,20232
1727,176869178,532331
1727,78918723,143735
1727,42060930,33648
1727,191962832,11038
1727,147114965,2087
1727,82300560,260860
1727,103130755,33645
1727,103131989,325166
1727,82190643,155373
1727,176504811,360
1727,122590710,13174
1727,176690004,65477
1727,148032287,10363
1727,103131035,32078
1727,191960899,83016
1727,147709041,853330
1727,79297420,15416
1727,147027610,452182
1727,147024507,56041
1727,112233798,180
1727,56849250,360
1727,191963617,592256
1727,103129925,210665
1727,234988056,2272
1727,147023373,219861
1727,82847666,208797
1727,82832043,23159
1727,110999611,15256
1727,191963229,47151
1727,84533704,19310
1727,66012208,100510
1727,82129187,102687
1727,147026848,93735
1727,103130429,90629
1727,84535745,117385
1727,152088915,11813
1727,147023526,1121802
1727,121901238,180
1727,191960174,508214
1727,191585963,9935
1727,191961467,157292
1727,234988578,180
1727,239250200,360
1727,82832415,158328
1727,103130225,18263
1727,147024572,111881
1727,82300098,20790
1727,103129556,88403
1727,188927024,46203
1727,130233224,45867
1727,191961089,56539
1727,84534652,19450
1727,191964087,306274
1727,103131198,17882
1727,191963057,659538
1727,103131021,168344
1727,150502106,499875
1727,66020883,4251
1727,103127346,29019
1727,110999670,1321
1727,84533918,24449
1727,147025025,308837
1727,147025013,59881
1727,147025241,89926
1727,103130362,100832
1727,191961258,35265
1727,71000814,180
1727,191961979,216302
1727,82689265,37041
1727,103130097,258899
1727,188925427,4958
1727,188926835,2904
1727,147025839,22196
1727,239247604,180
1727,234988639,407
1727,191963745,20452
1727,60795236,180
1727,191962574,193779
1727,191964202,569472
1727,239251388,540
1727,188923465,7741
1727,147024395,494520
1727,103129980,403993
1727,129986395,4710
1727,147111691,394
1727,176692653,6153
1727,86800759,21718
1727,191962523,131724
1727,82496820,27407
1727,188926452,1024
1727,188925396,197
1727,66086959,180
1727,191960491,679596
1727,55231116,37004
1727,121791886,180
1727,84533368,64422
1727,147024793,180710
1727,191962650,49836
1727,191962865,434064
1727,84536095,35446
1727,84534951,45026
1727,176690641,17457
1727,82213462,31308
1727,66020542,4340
1727,54543886,31396
1727,144651356,43514
1727,147022842,215970
1727,147025315,2217
1727,84535944,44904
1727,87634843,38311
1727,88093170,27253
1727,176691501,26642
1727,27468892,6060
1727,60957868,686
1727,176869266,180
1727,103131118,538385
1727,63918962,2593
1727,84114192,30400
1727,188926366,391
1727,121901226,1580
1727,60957008,13231
1727,103127504,28784
1727,176689358,3017
1727,191960385,475589
1727,103128583,50118
1727,82299521,33641
1727,34514269,241
1727,191962841,166778
1727,155626770,588
1727,103131539,24740
1727,43841013,180
1727,103128687,33302
1727,135756176,180
1727,191959819,48644
1727,147023906,35139
1727,114982194,34874
1727,84533767,24054
1727,177156416,5159
1727,103128549,436860
1727,81911898,180
1727,191961148,49947
1727,53557771,9308
1727,84535755,25545
1727,78587910,853
1727,103130416,895414
1727,82300254,35527
1727,147023126,33222
1727,234989033,22756
1727,84510402,826
1727,83526344,22486
1727,147025305,132638
1727,103101981,149077
1727,191960439,261989
1727,147112556,249
1727,234986311,180
1727,191961849,195778
1727,191585820,3018
1727,87498505,28403
1727,188925206,551
1727,121966301,180
1727,162255380,3314
1727,147027229,79081
1727,103130752,139158
1727,147027199,17430
1727,31432252,36810
1727,103128875,2149558
1727,121559117,180
1727,82299986,19874
1727,147025812,157610
1727,87764813,10567
1727,82299911,26055
1727,82832084,52514
1727,103131409,6269
1727,103129940,16428
1727,176691040,13011
1727,153224163,2821
1727,234986143,180
1727,93863362,352098
1727,66010958,203701
1727,69600201,6832
1727,147022507,241488
1727,103130033,305725
1727,191962202,394364
1727,82394286,30834
1727,67788629,180
1727,103129613,499844
1727,84534320,33532
1727,78702220,974
1727,66022280,5462
1727,56848417,44909
1727,191961361,393328
1727,54934583,5354
1727,147023889,130471
1727,66019919,520
1727,82832523,377926
1727,191964289,531513
1727,54993496,180
1727,84536149,25763
1727,82832249,23051
1727,53155457,671
1727,234990357,180
1727,176503411,360
1727,191961277,361974
1727,234990572,33390
1727,84532696,35988
1727,188926847,33916
1727,121966296,540
1727,103132242,23856
1727,82129112,63493
1727,191963599,245445
1727,103128383,315441
1727,66012113,720
1727,149341996,360
1727,103127742,29298
1727,103131521,19475
1727,234989140,12671
1727,103132048,31114
1727,83468859,128815
1727,103129989,146103
1727,82577685,116789
1727,239251877,180
1727,103131380,23926
1727,146992753,534985
1727,151387411,5980
1727,234990587,17153
1727,147116238,138923
1727,188926630,180
1727,147114473,180
1727,103131857,356926
1727,134949390,360
1727,191959749,49584
1727,117939069,14089
1727,50899562,180
1727,147025095,56698
1727,191960897,56126
1727,191964231,1191982
1727,82832663,2263
1727,191960374,615225
1727,84533785,994
1727,147111144,720
1727,128285725,180
1727,191963028,767032
1727,82238828,71195
1727,147026617,243257
1727,147026740,66694
1727,147024983,138125
1727,176868926,250
1727,147022771,23250
1727,75081807,6324
1727,147025275,114535
1727,55604813,720
1727,66021913,134947
1727,191963853,89266
1727,191963182,263639
1727,82832047,18338
1727,147831708,103091
1727,82156252,81534
1727,239247853,180
1727,130178182,14552
1727,232845579,3316
1727,103130393,146886
1727,147022581,437851
1727,234988888,17998
1727,176869392,897
1727,66011072,180
1727,147114249,41987
1727,82832684,31302
1727,191961070,362361
1727,191963284,268449
1727,103131678,260903
1727,191961546,263800
1727,103131580,441115
1727,147023396,25718
1727,191962011,269643
1727,191960821,206158
1727,216399589,6594
1727,74392323,720
1727,82059523,14670
1727,177155692,180
1727,103128335,132629
1727,66013668,570
1727,176870401,402
1727,103129731,199160
1727,88359735,21021
1727,55754896,5663
1727,155625491,208
1727,147027582,928051
1727,103129844,96141
1727,66007452,31282
1727,82291521,98586
1727,191960476,6455
1727,239251795,736
1727,103132283,35561
1727,81790033,43443
1727,147024557,253853
1727,147026764,266699
1727,103131833,7010
1727,191963880,56341
1727,191962765,48749
1727,103130236,324351
1727,135756102,37269
1727,103127496,498741
1727,191964043,150459
1727,66020658,524
1727,82393433,19252
1727,191961751,392886
1727,60588291,37368
1727,189918998,8388
1727,103131121,29678
1727,147025925,124100
1727,147024498,240357
1727,188923622,1503
1727,176869569,4922
1727,66020886,19910
1727,77621957,538808
1727,84533453,193614
1727,191964021,92241
1727,191964213,161222
1727,147024725,235529
1727,153214401,360
1727,82394178,66722
1727,103129406,26735
1727,103130494,109754
1727,191962036,89347
1727,80832177,13194
1727,66012429,233138
1727,84535983,51034
1727,102998454,14904
1727,188922767,1652
1727,191959824,192999
1727,66010698,12192
1727,239249801,301
1727,103131074,19018
1727,191960338,183819
1727,149079246,336
1727,238413614,180
1727,239249920,180
1727,82300716,26018
1727,147025162,50906
1727,87498513,18904
1727,177066262,180
1727,103130157,177350
1727,147023491,522612
1727,56715367,1236
1727,103131386,141418
1727,84535580,19009
1727,155626057,540
1727,79905538,88665
1727,55536944,1208
1727,103128482,46344
1727,34948980,12671
1727,103128457,56378
1727,82192433,48438
1727,147026531,23147
1727,147024334,353578
1727,188923361,180
1727,103128810,127767
1727,84534695,247801
1727,152521120,45067
1727,147022430,65796
1727,66015542,255
1727,135756122,2770
1727,103129790,91420
1727,191963428,454019
1727,68582547,3163
1727,147026494,101129
1727,147026965,92258
1727,147023111,83753
1727,38475398,180
1727,147021803,34351
1727,151320155,2104
1727,176678735,1646
1727,82832166,50118
1727,84534442,42251
1727,147021661,132787
1727,188926799,416
1727,103129292,28979
1727,147026088,40062
1727,103129939,310136
1727,174672682,180
1727,147022285,60750
1727,66020284,201
1727,147026384,65682
1727,57406327,52854
1727,191964329,275448
1727,147026267,80465
1727,84534337,53846
1727,147024053,251054
1727,147024617,254304
1727,82832498,26144
1727,234990611,4739
1727,85641809,25264
1727,191960963,115004
1727,147024700,37489
1727,103127949,96264
1727,85767911,21319
1727,81936357,113588
1727,147022856,121935
1727,191962230,66326
1727,103131250,29066
1727,84533445,609485
1727,66015276,405244
1727,191960475,364648
1727,84535237,58970
1727,232850311,17150
1727,147023769,125734
1727,152331309,180
1727,94057375,19398
1727,191686858,180
1727,84534938,176662
1727,82832592,37105
1727,82240824,18548
1727,103130357,49425
1727,191962696,37702
1727,147022212,10970
1727,147023416,1812579
1727,239249158,180
1727,103131041,82161
1727,103130460,15881
1727,191962158,217859
1727,147026827,410867
1727,80114370,65961
1727,87632212,120490
1727,176487001,360
1727,147023538,99389
1727,53944041,1713
1727,57096226,203
1727,191962866,818619
1727,66016448,30199
1727,84534681,158357
1727,35710729,30729
1727,103129778,68549
1727,82832641,20565
1727,234988880,1242
1727,147026815,571124
1727,239251946,872
1727,176504660,180
1727,191961374,160586
1727,147022773,47063
1727,96642655,1878
1727,84535324,16396
1727,191960606,152334
1727,147023633,251775
1727,84534326,16377
1727,82137297,22113
1727,191960853,331846
1727,147024031,160665
1727,147023928,93387
1727,103089511,26661
1727,239248839,180
1727,82243697,60313
1727,162261181,1229
1727,67891873,8378
1727,234986363,51098
1727,103130955,57973
1727,191962959,88401
1727,103129168,34314
1727,147026360,652938
1727,239248315,180
1727,191960451,201326
1727,191961797,6508
1727,193548286,94996
1727,239252559,180
1727,103132262,92024
1727,176870689,5778
1727,155622316,983
1727,103129967,37896
1727,94013477,652
1727,103129888,433312
1727,147113674,8516
1727,103130360,21541
1727,191959985,870362
1727,147024777,220106
1727,82832118,73201
1727,103130772,244277
1727,103131990,4621
1727,191962524,446972
1727,147025682,108341
1727,121901166,180
1727,84533738,17263
1727,116522922,341
1727,83878450,39835
1727,103127837,10820
1727,125118399,8396
1727,82832207,21716
1727,147115549,180
1727,56146032,180
1727,189853807,376
1727,176870487,180
1727,54181693,4422
1727,66019027,155217
1727,80371906,199
1727,103131138,88354
1727,82300496,19246
1727,189853986,180
1727,234987191,180
1727,191961463,24023
1727,234986050,24951
1727,103131357,33491
1727,103129682,52377
1727,103130272,190728
1727,191960712,325867
1727,147027163,115716
1727,234986691,34000
1727,191963339,453754
1727,66020470,19578
1727,66017888,1035
1727,147027716,92260
1727,117277731,180
1727,188926241,22127
1727,103127952,17629
1727,147024136,249839
1727,191959773,89434
1727,82378384,38225
1727,191961017,146454
1727,147026947,261140
1727,84535030,51442
1727,147024095,158974
1727,191963210,396051
1727,103130896,444585
1727,191962647,48193
1727,69734141,50621
1727,147024267,171183
1727,68734616,180
1727,147025169,322261
1727,191962649,492197
1727,84534994,38723
1727,191962427,81900
1727,84536081,63935
1727,176504598,641
1727,66016564,5751
1727,82129207,49735
1727,191963507,51004
1727,96708039,4580
1727,103131501,112195
1727,147022237,141654
1727,188923935,4478
1727,127502219,385
1727,234989195,15525
1727,81671677,180
1727,103130781,50905
1727,191963704,32705
1727,191963128,86350
1727,103130918,178852
1727,191963505,799480
1727,82156298,10819
1727,121901129,360
1727,103127449,195836
1727,239250641,180
1727,82832662,9020
1727,103130095,9645
1727,83661097,30422
1727,82571542,162759
1727,162258015,180
1727,103127495,103309
1727,147024668,186343
1727,189853837,180
1727,84534574,18644
1727,147025031,173199
1727,147025250,28992
1727,155623080,180
1727,78370997,13313
1727,66012107,294
1727,103128348,31009
1727,147026634,4657
1727,82300779,13953
1727,82832928,89679
1727,191961431,661292
1727,66012136,21925
1727,176857669,6617
1727,83933262,70360
1727,191963072,86651
1727,71801712,1801
1727,84534064,126051
1727,147114790,26783
1727,147112382,3409
1727,147022132,359511
1727,232848309,18064
1727,191960187,162988
1727,176504740,1289
1727,82654716,15072
1727,103129151,542875
1727,103129803,10742
1727,147023367,31484
1727,147024691,214850
1727,103128868,273399
1727,155625277,5544
1727,66012309,180
1727,189853538,540
1727,147023744,30857
1727,226738946,1549
1727,191962317,295557
1727,36654382,181
1727,66015076,180
1727,37957530,180
1727,103127348,102208
1727,188927591,180
1727,103131220,23834
1727,103131749,155346
1727,84534630,81052
1727,130608995,11184
1727,147027112,22450
1727,188927031,16522
1727,234989299,180
1727,82832731,58440
1727,239249737,180
1727,188925826,360
1727,66011724,544
1727,147110617,540
1727,103131237,35843
1727,234989754,180
1727,103079788,81996
1727,152181383,994
1727,82693677,47431
1727,66004509,7611
1727,234987150,45293
1727,84533772,41369
1727,103129716,198728
1727,103130307,1358360
1727,147024203,5758
1727,103128552,23396
1727,188925147,540
1727,82018790,27335
1727,188923483,3968
1727,82832239,94876
1727,188925543,13387
1727,82300145,19915
1727,72556114,192
1727,191961278,130461
1727,155623364,489
1727,147026092,235393
1727,234986034,535
1727,64196725,3118
1727,66017694,142134
1727,103129009,39945
1727,69584995,360
1727,103130884,381093
1727,58997720,180
1727,147023270,48924
1727,147022677,109642
1727,191960740,131255
1727,82332736,44523
1727,191963525,323492
1727,191962719,36553
1727,234985787,66957
1727,82832229,35123
1727,188926817,11199
1727,82394574,25583
1727,147024071,498950
1727,84533400,28934
1727,103130456,138719
1727,147023311,13298
1727,147024955,74876
1727,188926869,40774
1727,147114107,323
1727,191963165,206470
1727,103128526,171473
1727,188926680,360
1727,191964350,73942
1727,121379298,222
1727,147022809,223976
1727,147024021,98771
1727,84534227,388367
1727,147026470,646669
1727,57719216,40962
1727,57044967,16191
1727,86405368,83098
1727,103127390,84754
1727,191959995,270190
1727,78865574,29797
1727,103131926,45498
1727,82299767,33375
1727,138062410,3565
1727,149356804,540
1727,189853764,180
1727,191961761,22330
1727,103130034,131205
1727,147027690,48677
1727,135756133,180
1727,234989512,180
1727,188923239,505789
1727,70877820,276
1727,103130413,256927
1727,147022643,35654
1727,79396881,57493
1727,147027020,117800
1727,103128611,136501
1727,191963029,152395
1727,103128471,446027
1727,155624383,1152
1727,147024368,88615
1727,191962986,52057
1727,84534025,34960
1727,239249649,975
1727,68919221,22125
1727,66011101,24737
1727,147023242,49499
1727,191960921,66016
1727,147026837,233195
1727,38188164,360
1727,191963367,226550
1727,95996234,41122
1727,84533707,18665
1727,82605988,87561
1727,82832787,89111
1727,66264687,23499
1727,65597214,78023
1727,191961543,96210
1727,103127838,21971
1727,176487551,365
1727,66022053,6907
1727,66015903,540
1727,147117080,870
1727,147831697,93462
1727,121559083,3712
1727,234985851,683
1727,84535793,112318
1727,121379197,22949
1727,103131420,76844
1727,81107886,9394
1727,29245693,180
1727,191964062,194215
1727,103129085,25635
1727,34810187,571
1727,147118331,360
1727,147116225,180
1727,151939041,237
1727,188925713,11053
1727,80196268,9802
1727,176504580,1586
1727,81327380,19810
1727,103127911,52212
1727,82832178,18543
1727,147025690,110143
1727,94023541,52545
1727,103129143,286739
1727,46904723,14688
1727,239249701,360
1727,84533355,281628
1727,147021752,200842
1727,239248029,180
1727,239252635,180
1727,147025173,30175
1727,188922870,901
1727,75765874,6487
1727,191960834,91121
1727,103129269,73991
1727,191962873,338692
1727,147022667,658938
1727,103128823,114947
1727,66012296,45488
1727,36660522,282
1727,147024818,180524
1727,234990516,1309
1727,147025541,550856
1727,147023175,202164
1727,82393721,29277
1727,82018773,93893
1727,48263080,335
1727,81219063,163779
1727,39362228,555
1727,147022262,617739
1727,103128719,24415
1727,103130244,84465
1727,147021967,557798
1727,82299490,11051
1727,94763320,34208
1727,155623821,58103
1727,82606244,46764
1727,128823570,2469
1727,191961569,852520
1727,191962360,62481
1727,188926259,2954
1727,191960776,113446
1727,188926569,360
1727,82129101,68392
1727,147023089,442707
1727,103131087,128011
1727,103128961,180
1727,64825459,33751
1727,147025733,71611
1727,66012466,5181
1727,53601206,14738
1727,78050010,942
1727,147025657,48512
1727,191963767,64888
1727,147023300,165124
1727,103129805,151276
1727,147023999,83242
1727,66011584,1566
1727,239251929,180
1727,147114233,180
1727,147022878,62138
1727,88161407,14972
1727,234990600,30171
1727,103130206,482434
1727,191963519,403611
1727,239247791,407
1727,147024760,205394
1727,177156226,180
1727,188926965,20527
1727,226738921,180
1727,155625834,180
1727,84179084,916
1727,82299409,88814
1727,147022335,160098
1727,70514899,180
1727,83058097,23234
1727,147118196,180
1727,103128978,43162
1727,191961301,526741
1727,66020087,715
1727,147113303,5292
1727,127595836,25642
1727,239249023,180
1727,82300101,121845
1727,81584940,27267
1727,78783148,17469
1727,135645164,6065
1727,81921743,470
1727,95155468,180
1727,191960458,30271
1727,103128527,59049
1727,103130487,86242
1727,147113996,180
1727,82832745,25499
1727,84534363,93639
1727,191960365,13433
1727,103131058,47277
1727,191960395,374011
1727,87590769,23493
1727,103129467,62655
1727,103128580,48945
1727,82832134,40156
1727,66016475,336
1727,188923388,4482
1727,210948999,1500
1727,191963088,233271
1727,147023065,407624
1727,103130589,51288
1727,66020714,125308
1727,66265576,183
1727,191960134,720122
1727,191963354,123035
1727,103127534,437747
1727,191686534,180
1727,95339460,6668
1727,147021583,197701
1727,191963556,73029
1727,191961823,42175
1727,188923512,72769
1727,103129291,66013
1727,191964105,868242
1727,54996136,55180
1727,188927028,104330
1727,188925911,180
1727,191963985,119253
1727,78709603,24575
1727,234986235,36470
1727,90216072,3066
1727,103127948,85288
1727,117277780,360
1727,66016111,805
1727,103127962,49216
1727,191960430,162491
1727,176504730,360
1727,103131254,71263
1727,234989188,3171
1727,82832863,110346
1727,147023914,87255
1727,147022731,96741
1727,191961398,76011
1727,188925810,720
1727,103129342,51229
1727,87742671,70153
1727,147026328,18006
1727,47861518,180
1727,147027409,60548
1727,147023251,276983
1727,82299947,504
1727,84533715,42211
1727,103131398,45515
1727,82059625,20280
1727,188926739,1101
1727,103132033,565505
1727,122782421,176678
1727,234990569,23840
1727,82300649,35602
1727,191963092,117828
1727,84533340,42971
1727,66021930,360
1727,103127998,93483
1727,189853963,6635
1727,103129066,150467
1727,103128368,22237
1727,26537660,1268
1727,84533702,27191
1727,103129062,27432
1727,89778431,7246
1727,103130958,65313
1727,191961219,173623
1727,188924307,2491
1727,191962685,284757
1727,82128906,41421
1727,191964226,109330
1727,83480192,18491
1727,191585879,366
1727,68425674,180
1727,103127358,272272
1727,188927051,82785
1727,147021982,434709
1727,147114648,396
1727,103127899,180
1727,82128845,126909
1727,22928574,975
1727,147021812,358453
1727,147023407,1260
1727,82393570,178818
1727,188923289,30403
1727,191960659,90138
1727,56829516,10207
1727,103132151,524126
1727,103130183,64069
1727,147023314,88827
1727,191959803,690151
1727,188927069,17273
1727,81329972,85261
1727,84534085,28849
1727,188926600,1334
1727,103129400,217175
1727,147026432,648968
1727,147022929,27158
1727,66018124,180
1727,191963962,68830
1727,155624721,187
1727,147024539,112781
1727,103131227,65394
1727,147021855,172118
1727,101839950,20101
1727,147026213,110766
1727,87634824,48982
1727,165224500,1973
1727,147026732,261090
1727,84532157,82393
1727,234990386,24136
1727,69610516,215
1727,59881095,3727
1727,103132095,239883
1727,82300157,30371
1727,79347670,2787
1727,36661854,3065
1727,103128874,111534
1727,103129195,18023
1727,103129177,118702
1727,147023757,80756
1727,82128847,17180
1727,147022995,254430
1727,81628468,478
1727,83915973,99945
1727,103129727,305736
1727,67125626,180
1727,147021660,228342
1727,147022482,133019
1727,147021962,15805
1727,84535090,30587
1727,84535990,18071
1727,174672636,1120
1727,176504441,360
1727,147027587,261768
1727,147113538,2422
1727,239250163,197
1727,82832445,38850
1727,38187343,180
1727,82406438,46721
1727,155622783,1099
1727,152331328,540
1727,103131494,20427
1727,234987238,22026
1727,146960617,89715
1727,103127362,99948
1727,103128884,145996
1727,103130538,14762
1727,58419559,477
1727,66021207,80529
1727,147022388,36370
1727,82299723,17881
1727,84534976,849981
1727,103129488,21379
1727,140819876,37311
1727,103127369,102766
1727,103129023,394502
1727,82248265,66007
1727,82300005,25755
1727,94105106,26473
1727,147022906,106228
1727,103128722,7938
1727,176869835,306
1727,191961642,153945
1727,234172069,10854
1727,54183735,360
1727,191961505,139687
1727,234989508,21422
1727,86299048,15039
1727,191964152,314863
1727,147026040,716545
1727,112235513,187
1727,191962658,333823
1727,188926160,180
1727,36672496,2238
1727,83804182,883
1727,191962013,2459
1727,66019071,5058
1727,59190250,24434
1727,103127345,33627
1727,87880918,29808
1727,191960902,84767
1727,155623292,1041
1727,84535271,583554
1727,103128756,97553
1727,103131004,20847
1727,82300140,12640
1727,21663756,3778645
1727,153783794,1604
1727,103131805,520339
1727,84219824,55688
1727,147023638,39403
1727,147111746,180
1727,66018196,83761
1727,66015723,1878
1727,79315695,45274
1727,86964330,244605
1727,191961904,46084
1727,83916708,23976
1727,103131044,39611
1727,147027562,31646
1727,191962584,160858
1727,147022942,9394
1727,191961706,86547
1727,82832827,203900
1727,220651273,4284
1727,84535575,26889
1727,239251796,180
1727,147025433,68502
1727,147026672,111050
1727,82690536,41299
1727,84535486,38029
1727,82299516,118293
1727,191962850,4800
1727,147114001,360
1727,84535830,5541
1727,66012567,5277
1727,234990595,22051
1727,123208405,6123
1727,103131985,5256
1727,103127787,51332
1727,155625646,540
1727,147024495,433293
1727,147022431,25537
1727,191961160,98893
1727,147024637,120331
1727,66021030,778
1727,191961735,173721
1727,147022917,181888
1727,191960278,415602
1727,191960360,527849
1727,103129238,57354
1727,147026852,110507
1727,167052342,228
1727,66017575,548
1727,191963945,11469
1727,103131205,172846
1727,191963352,53022
1727,188923194,1048
1727,148071035,79732
1727,103131553,31135
1727,188922753,710
1727,82129023,78282
1727,176675710,1401
1727,176692406,3247
1727,147023122,637799
1727,147024218,207186
1727,103128528,47248
1727,113237900,180
1727,188925430,577
1727,82644246,7610
1727,103131455,578912
1727,66020446,581
1727,147117811,180
1727,103127331,16191
1727,66017077,187622
1727,238450453,594
1727,148014621,4905
1727,239248843,837
1727,88117446,29710
1727,103131422,20099
1727,191962030,498701
1727,121379156,9464
1727,82129061,240863
1727,103128534,154463
1727,84536117,136306
1727,226738903,180
1727,103128417,35512
1727,191963002,77653
1727,162250201,1107
1727,121379283,1657
1727,103128318,22901
1727,117160129,180
1727,147022108,91327
1727,29245557,995
1727,147026875,313885
1727,188924065,35598
1727,88161406,98436
1727,147025287,412588
1727,119159534,203
1727,191963527,65121
1727,103131981,540
1727,191963588,100308
1727,84534677,22689
1727,82129050,29981
1727,188922949,180
1727,82452820,1015
1727,66020333,201
1727,54619217,2189
1727,87455595,4695
1727,239249774,180
1727,234990605,360
1727,103127976,31899
1727,191960029,264614
1727,147026651,263278
1727,128932381,7357
1727,82832664,49874
1727,78549363,38870
1727,48683719,1151
1727,147027740,356954
1727,66011974,180
1727,176869831,898
1727,103131952,9318
1727,147026136,93909
1727,147116504,849
