单位id,用户id（uid）,在线时长（秒）
1727,147023055,434652
1727,147027495,195769
1727,82129179,7213
1727,155625474,1146
1727,191963254,383813
1727,66014565,1737
1727,147025447,161451
1727,82216612,29557
1727,82248326,106360
1727,232845627,1284
1727,82832620,23997
1727,147024369,145217
1727,191964171,529184
1727,45064952,389
1727,191962005,586745
1727,147022537,286556
1727,82197239,17470
1727,176692423,360
1727,147112576,360
1727,103129757,74023
1727,82300535,40444
1727,191959913,268199
1727,147027576,1416051
1727,66020807,644
1727,103129923,346929
1727,82248225,314899
1727,147024127,27191
1727,147112390,1644
1727,27658774,592
1727,82832649,88034
1727,82840583,432678
1727,191963124,363642
1727,82832608,142876
1727,147027037,29522
1727,103131951,6164
1727,188927759,180
1727,152331365,180
1727,84536148,13921
1727,83226339,24669
1727,82299990,322274
1727,66015916,1199
1727,189853990,360
1727,82299928,26816
1727,176682642,18987
1727,82300521,33513
1727,103130802,104077
1727,191959708,93372
1727,82395559,95084
1727,147022804,95481
1727,191964061,207029
1727,188926471,2587
1727,85874240,46634
1727,82958555,16680
1727,66011151,966
1727,103128991,423335
1727,82129114,8217
1727,84534158,88130
1727,191960214,75959
1727,191960608,554734
1727,103129800,233241
1727,188927121,180
1727,239251594,1272
1727,147110479,2955
1727,103129300,64870
1727,147022153,40106
1727,226738813,180
1727,103129624,79528
1727,147022891,259258
1727,191963017,25719
1727,147025108,216328
1727,103130809,68459
1727,191962804,117033
1727,147026953,187677
1727,147025998,151921
1727,84535289,36204
1727,84220705,1257
1727,82129151,49172
1727,191963218,542968
1727,155626028,1149
1727,103127280,149549
1727,80884163,16137
1727,147023602,11085
1727,103131649,99154
1727,82832370,27962
1727,147024422,224422
1727,191960881,239950
1727,147025672,26907
1727,103127372,65623
1727,82156372,21844
1727,147027059,145698
1727,77113447,444
1727,50730931,600
1727,234986246,21850
1727,84535908,18284
1727,188927631,864
1727,155624484,210
1727,113433469,124133
1727,82832843,183510
1727,103131975,19209
1727,82832437,25976
1727,147023008,605240
1727,191961626,80576
1727,103130716,151736
1727,82137438,128339
1727,191959922,51797
1727,147026113,51674
1727,82832712,143285
1727,189853865,813
1727,82832879,20681
1727,147022784,429546
1727,234990529,23038
1727,191963074,78237
1727,148378813,233
1727,191963675,274343
1727,188925112,2522
1727,74392281,22486
1727,103131340,83691
1727,235224528,60208
1727,62138274,180
1727,62143706,10374
1727,103131070,100643
1727,191964292,23826
1727,84534274,66921
1727,60238002,6248
1727,147027364,164560
1727,147022991,644073
1727,82832770,48468
1727,191962212,699286
1727,65580798,30177
1727,82018776,115566
1727,103127324,307670
1727,82832735,19895
1727,66008781,151221
1727,75083689,1233
1727,191960205,325226
1727,191963369,118144
1727,234990389,248
1727,82579617,109679
1727,82300088,189011
1727,103130120,241964
1727,87422435,180
1727,85768433,78629
1727,191964200,91751
1727,133557136,180
1727,147021988,122720
1727,82832516,48381
1727,147113185,445
1727,103129531,198006
1727,84534813,52492
1727,84534207,25872
1727,66010884,2142
1727,27468880,4950
1727,103131259,78483
1727,82300690,101583
1727,191961721,91661
1727,63416716,65884
1727,82299498,40365
1727,176868171,1774
1727,191961472,36611
1727,147027731,455697
1727,29651520,180
1727,103130780,87525
1727,191960552,119840
1727,234986587,24966
1727,234985735,23532
1727,173121147,29861
1727,66017442,43025
1727,92154747,930
1727,82300347,48100
1727,55296657,43917
1727,87678076,26444
1727,191960046,137345
1727,79155126,35728
1727,84535777,181531
1727,155624540,199
1727,226738888,540
1727,147025142,73962
1727,103131180,30438
1727,149148924,180
1727,103128973,38990
1727,82832336,54851
1727,147023882,40201
1727,66016661,972
1727,147022180,359187
1727,191961019,46686
1727,147025182,13706
1727,103129232,23156
1727,57676140,21977
1727,103130575,24925
1727,66015821,396
1727,237970779,1996
1727,147023245,84868
1727,111000690,5202
1727,162258306,180
1727,155622624,180
1727,81562324,3401
1727,176504561,180
1727,66021137,681
1727,84534240,97865
1727,234989071,11426
1727,81540264,40548
1727,103130872,37974
1727,104883969,360
1727,151400295,7118
1727,147025281,69594
1727,83744211,755
1727,191960803,305226
1727,147117744,180
1727,83809448,52560
1727,110968799,2918
1727,191960479,271531
1727,191585904,2513
1727,162257883,180
1727,191960668,322695
1727,191964179,309104
1727,103130028,81618
1727,66018130,2511
1727,86703750,24933
1727,66019529,22782
1727,82832328,21110
1727,147112302,275
1727,239250428,209
1727,126258080,21923
1727,103130356,28237
1727,239250215,180
1727,60701026,16735
1727,121379242,200
1727,103130550,394599
1727,56560308,19339
1727,191960381,28103
1727,109880825,360
1727,147025946,366092
1727,191964128,98480
1727,82300397,360
1727,176690991,540
1727,103128639,3902
1727,103127316,160883
1727,234987400,575
1727,191963606,477008
1727,149356784,930
1727,103127451,97162
1727,60954085,519
1727,103131268,72661
1727,176688735,9959
1727,84534489,21678
1727,103129186,174459
1727,24708490,639
1727,239248824,180
1727,188927780,262
1727,103132140,4393
1727,103131898,54650
1727,78031202,165188
1727,82300538,35278
1727,103127306,192990
1727,66010851,5386
1727,147027575,8440
1727,147025862,240752
1727,147021741,834442
1727,147026602,93601
1727,55646202,2346
1727,79596844,20206
1727,176504778,180
1727,147021612,64455
1727,191961269,433870
1727,191960975,29429
1727,191961355,842052
1727,67869502,124224
1727,103130115,252905
1727,78461573,881
1727,191961250,376536
1727,191963312,28355
1727,83019813,5601
1727,147025448,157970
1727,176514559,1314
1727,84535211,236088
1727,90381181,360
1727,103131127,218909
1727,55216255,901
1727,59845147,720
1727,155626207,180
1727,239248868,180
1727,147026934,12524
1727,103131964,66312
1727,234989277,7306
1727,122263290,135556
1727,147027029,184420
1727,234987013,687
1727,103130649,404380
1727,177162856,360
1727,58893913,1501
1727,188925491,3392
1727,66021416,4941
1727,147024756,216686
1727,191960819,449169
1727,189587954,1075
1727,82300631,64182
1727,155623936,186
1727,188621482,540
1727,147023395,23633
1727,191959644,263310
1727,147027362,154905
1727,191959927,115375
1727,176869629,1560
1727,84086165,20874
1727,103129127,57209
1727,176689982,2711
1727,191960837,1738152
1727,82832747,15355
1727,191960995,102361
1727,155622861,180
1727,84534012,66851
1727,66015646,529789
1727,103127277,704881
1727,103127928,37290
1727,103131901,20493
1727,147024998,81349
1727,103132288,39015
1727,82059880,488858
1727,234990636,33135
1727,147026458,137260
1727,176691155,1745
1727,103129391,3439
1727,82392456,70505
1727,189740989,542
1727,88161024,3669
1727,188923610,15343
1727,176869092,1013
1727,191963565,404934
1727,147021580,49064
1727,149464819,1103
1727,191962540,370220
1727,191960085,495966
1727,150110392,1260
1727,191960846,64507
1727,103129286,35878
1727,94277313,21156
1727,103130819,90515
1727,103128572,375084
1727,191962966,361386
1727,82300236,209113
1727,103128545,9109
1727,191963645,114187
1727,84535450,31200
1727,191964352,591146
1727,82300604,157141
1727,82832778,21509
1727,234987363,208
1727,191961324,209519
1727,94284183,114634
1727,147022909,429188
1727,103131651,494378
1727,103131757,59508
1727,191963265,89800
1727,66015213,446331
1727,103132214,76888
1727,191962293,97663
1727,103129955,292558
1727,147025678,15432
1727,66015475,47362
1727,147021874,992
1727,147026932,123213
1727,86535520,20707
1727,191963163,74860
1727,191960418,274635
1727,66006958,40433
1727,191960607,127000
1727,147025459,50965
1727,87808640,130298
1727,147027019,270001
1727,234990640,19790
1727,191963237,230186
1727,69417721,4692
1727,191960934,241030
1727,82832450,43761
1727,121564042,212
1727,103128751,92008
1727,41687647,13708
1727,155626471,352
1727,147024423,474230
1727,58409497,10532
1727,147021961,134344
1727,48836022,438
1727,82832406,26517
1727,103131694,119988
1727,239247329,180
1727,234989334,180
1727,147024221,36525
1727,84536195,71708
1727,28969412,109684
1727,191682037,564
1727,103131647,83934
1727,191962755,21996
1727,191962930,141959
1727,103128659,46051
1727,103128459,30034
1727,103132150,51871
1727,147026452,491409
1727,147025984,67286
1727,82129053,99109
1727,176870307,180
1727,191960732,86667
1727,147026880,245501
1727,155626122,360
1727,68919197,893
1727,147025900,233592
1727,112234865,11089
1727,234989904,803
1727,103127765,163497
1727,191963040,75616
1727,191962895,461663
1727,153718915,25437
1727,147027352,468164
1727,191964209,458531
1727,106989431,70317
1727,37315181,278
1727,191963904,312078
1727,78865664,49062
1727,239249603,180
1727,82187183,22148
1727,82300543,28500
1727,103129707,303547
1727,104003951,45399
1727,103130435,265704
1727,103130447,24391
1727,147117652,180
1727,96351081,398
1727,103129893,44272
1727,84534052,53432
1727,147025470,249921
1727,147022480,91987
1727,103131196,59250
1727,103131842,81478
1727,141684909,37496
1727,103129787,15961
1727,82393538,35914
1727,147026052,84621
1727,191961469,255528
1727,191961718,1414643
1727,50966243,1386
1727,82394556,83132
1727,239251910,1114
1727,103131798,62072
1727,147115926,2145
1727,191963870,247422
1727,66015627,1301
1727,103128873,36825
1727,147916094,306995
1727,66006630,180
1727,191962424,338095
1727,191962150,94607
1727,161289559,209943
1727,79918048,28433
1727,80506083,27895
1727,84534431,11038
1727,84535210,22276
1727,147026009,27044
1727,191959946,50763
1727,82300615,27535
1727,147111475,180
1727,82299458,17035
1727,103129568,17016
1727,37887525,360
1727,239251895,180
1727,79744080,1119
1727,103130326,75805
1727,191963889,522385
1727,147024490,344842
1727,147024730,62002
1727,84427579,65300
1727,147027660,519641
1727,103128925,238405
1727,147024913,2317
1727,147025257,113186
1727,191963518,76608
1727,176868113,48176
1727,103132123,40144
1727,147022805,130834
1727,103131111,33229
1727,63167139,4250
1727,103130743,30998
1727,191961016,477909
1727,82129007,57107
1727,103128594,239308
1727,191963241,407939
1727,147113024,82300
1727,82299438,47977
1727,103128643,38495
1727,103131796,221039
1727,82299836,102955
1727,191964091,128665
1727,84087289,53052
1727,70064565,542
1727,151026484,1402
1727,147022790,210324
1727,140102005,1260
1727,147027219,6453
1727,147025539,601147
1727,188926859,180
1727,191962868,15853
1727,147021796,140822
1727,94946893,62905
1727,147027273,34488
1727,239250259,280
1727,66011844,1933
1727,147026478,144486
1727,82688172,59285
1727,66011451,942
1727,147025647,76298
1727,103127972,100473
1727,191961426,82078
1727,147022299,532530
1727,103101109,237696
1727,147024528,346935
1727,155626295,1112
1727,66011614,2278
1727,191961517,312179
1727,82300003,14087
1727,82832411,35183
1727,103132155,60711
1727,103127355,110601
1727,191962310,156060
1727,191962496,18029
1727,103131588,86881
1727,57584726,180
1727,103131281,80665
1727,147027718,34372
1727,66016372,589
1727,82059838,117346
1727,191959767,380287
1727,147021914,704970
1727,103128648,62005
1727,155626469,6694
1727,147024805,59243
1727,48594062,44459
1727,147022438,49542
1727,103129117,140198
1727,191961574,574627
1727,103128739,22969
1727,147023486,429227
1727,147115081,202
1727,66020637,2691
1727,82300330,22863
1727,35477509,7101
1727,90459620,37891
1727,147021959,25878
1727,103127748,395048
1727,66015977,1562
1727,147025888,8397
1727,110892829,11221
1727,147027204,84221
1727,191960523,96220
1727,191964169,207426
1727,162257078,180
1727,147023209,80738
1727,103129264,77963
1727,147024621,184755
1727,121559133,288046
1727,153633527,2213
1727,147026490,104404
1727,147022717,145276
1727,43260842,465
1727,66017065,383
1727,95609403,73834
1727,188926437,2251
1727,84086390,44425
1727,239249722,180
1727,234989774,360
1727,191962552,145770
1727,103129891,69956
1727,188924000,1439
1727,234985870,11727
1727,147114269,3917
1727,84009671,773
1727,84533863,36968
1727,82832466,29893
1727,188924347,540
1727,147026688,370512
1727,147023032,95732
1727,82299487,337150
1727,103691840,174783
1727,239250756,180
1727,66018323,2927817
1727,239249287,720
1727,93744597,3822
1727,103130854,22964
1727,234988804,15055
1727,93739875,53529
1727,147025971,96891
1727,66020249,855
1727,191961512,43404
1727,239249008,180
1727,103129012,99444
1727,153415106,180
1727,188923879,180
1727,239249393,360
1727,82689624,51732
1727,239248111,180
1727,103130373,61605
1727,153432489,180
1727,191960069,76653
1727,103128571,94516
1727,58452915,720
1727,54181284,12181
1727,84534388,1556
1727,82832206,33468
1727,191962991,113323
1727,155625478,3196
1727,103129428,251212
1727,176690502,1021
1727,72134928,156160
1727,147831705,19090
1727,234990094,180
1727,147024987,86976
1727,147023806,108003
1727,66022311,180
1727,66016914,370
1727,191961646,194500
1727,66016085,2090
1727,162251294,180
1727,239250446,3749
1727,84534076,559
1727,70646259,464
1727,191964167,1659601
1727,162257888,180
1727,176690124,2833
1727,191961496,473708
1727,103131321,37946
1727,103131225,48543
1727,80051763,15208
1727,191963591,75369
1727,191963622,89198
1727,147113512,925
1727,147115763,180
1727,103130857,70058
1727,82248278,164401
1727,147023942,373208
1727,103131177,70499
1727,75395394,72304
1727,191962279,99093
1727,66022221,1965
1727,149623321,180
1727,239252603,553
1727,34485422,777
1727,103129674,156656
1727,188923710,27233
1727,215084411,180
1727,234990504,13322
1727,191960649,68568
1727,82832306,22910
1727,147024358,310919
1727,82606016,27741
1727,239247250,180
1727,191961930,47053
1727,84535862,63970
1727,234990345,180
1727,121901202,1779
1727,191961356,57702
1727,66022195,28317
1727,84533925,47927
1727,103128941,22924
1727,103129273,33232
1727,147026807,253679
1727,110890502,21034
1727,147023283,189132
1727,147024213,274655
1727,191961216,445224
1727,191964150,6546
1727,147022700,176385
1727,83755352,39828
1727,176504546,538
1727,66013512,1222
1727,191960752,85511
1727,147025074,435940
1727,239247690,798
1727,103129621,295686
1727,103129586,8472
1727,103130609,32510
1727,191961804,100653
1727,147025707,57389
1727,103130635,592558
1727,82129145,97884
1727,66015379,5548
1727,84533323,1806
1727,60238159,720
1727,191961234,142121
1727,147110766,3186
1727,147116063,180
1727,155626284,190
1727,191962958,87784
1727,84536001,259891
1727,147022532,64088
1727,82832666,28652
1727,64892587,523
1727,56849317,27926
1727,155624789,243
1727,191964130,333476
1727,66011624,180
1727,147025283,62289
1727,84533614,31477
1727,191961732,156245
1727,103129986,44083
1727,103128979,140163
1727,103129653,178167
1727,84535100,37391
1727,147025005,81179
1727,176689307,636
1727,66018376,714
1727,82832870,21319
1727,239248298,634
1727,103129584,16693
1727,103132111,1385
1727,79908856,118913
1727,234988916,283
1727,82832116,751294
1727,191962597,333370
1727,84534578,50209
1727,103128662,137235
1727,66020046,399
1727,189853872,798
1727,84213991,234860
1727,191959918,711808
1727,191961266,107736
1727,84535475,83909
1727,191963099,368161
1727,66007825,2194
1727,82299433,24163
1727,191961625,934874
1727,147114141,2721
1727,82688159,65271
1727,46642269,5277
1727,103129776,485518
1727,82206432,34047
1727,234990156,15922
1727,85770310,58923
1727,191962484,1552680
1727,147026451,613589
1727,147027288,198133
1727,103128713,60469
1727,192537062,394
1727,234989945,360
1727,82832490,61180
1727,79841566,434
1727,82299387,11109
1727,103129124,248993
1727,147025574,166364
1727,82191983,12607
1727,147026047,404746
1727,191962096,295154
1727,121559047,282303
1727,147023530,314363
1727,103130723,182561
1727,191962561,133751
1727,147110652,1492
1727,147024901,622421
1727,188923346,2308
1727,84535709,76908
1727,191964040,50853
1727,154196743,415
1727,103131717,52895
1727,147021571,1921720
1727,147026297,184540
1727,191960553,32712
1727,103131827,371445
1727,191962029,108792
1727,234986036,360
1727,121901268,180
1727,66021118,750
1727,103128840,275599
1727,82128889,3685
1727,66006833,1709
1727,88722840,75134
1727,82300672,33961
1727,103129361,212333
1727,147022407,17093
1727,103132228,31352
1727,128835244,609
1727,191959999,427786
1727,147023612,44396
1727,239249115,848
1727,79156348,17434
1727,103132208,377065
1727,239251398,180
1727,103131460,52167
1727,82832637,219281
1727,176869329,180
1727,94722634,13246
1727,66011214,51203
1727,191960786,68689
1727,147027263,92691
1727,82299926,20159
1727,66022152,180
1727,78226431,764
1727,191959746,144717
1727,81921835,180
1727,191963456,166894
1727,191959698,204167
1727,191959875,91560
1727,83456135,118892
1727,234988867,17698
1727,147024346,299871
1727,35062665,236
1727,124789857,816
1727,36295621,1190
1727,191963872,1347725
1727,40078017,7581
1727,103130472,33242
1727,148734613,720
1727,103127764,32743
1727,239248099,180
1727,191961741,33974
1727,103131093,59300
1727,191961793,194049
1727,66021925,185
1727,191960807,382155
1727,103129360,15125
1727,82018744,22304
1727,125809741,20331
1727,34672818,6578
1727,188922983,268
1727,66015495,9137
1727,191961605,423782
1727,84534722,35817
1727,147024300,260089
1727,239252131,180
1727,191963173,67580
1727,191686822,180
1727,238326534,288
1727,191960089,353047
1727,84294528,7636
1727,83143381,36925
1727,84532570,9323
1727,84827933,28822
1727,191962724,143735
1727,84534993,30953
1727,191964201,230090
1727,147022426,336453
1727,79916007,60402
1727,121559119,180
1727,82299436,35870
1727,103128736,89421
1727,84533858,12597
1727,147027536,46587
1727,191961511,783916
1727,147027113,293336
1727,84535226,57088
1727,82832105,114743
1727,147026316,265855
1727,191960274,378177
1727,39518257,180
1727,176692273,180
1727,66009073,180
1727,191962693,45773
1727,191961489,611533
1727,147023727,140552
1727,103131397,251515
1727,191963394,36898
1727,147027042,183496
1727,234986924,138938
1727,191961825,202941
1727,191959654,117750
1727,103131381,36388
1727,103129425,34905
1727,191962821,1263025
1727,103088043,39850
1727,191963087,107648
1727,66010567,231
1727,176868031,3810
1727,103128876,67698
1727,150823605,362
1727,103129658,598002
1727,69587235,180
1727,147024052,642800
1727,191963118,387860
1727,66017380,14525
1727,147022673,50364
1727,103128824,62511
1727,84532690,21163
1727,103128421,5225
1727,147024191,536589
1727,103130783,208615
1727,234985925,345
1727,63279703,180
1727,82129197,13958
1727,66019785,285516
1727,147026804,224564
1727,148161426,540
1727,191961535,426384
1727,70065349,1362
1727,147026716,148710
1727,84534307,22411
1727,188925857,790
1727,176988423,46021
1727,191960302,360828
1727,82059591,42199
1727,147110991,1952
1727,147026882,393424
1727,239250976,180
1727,191962297,97304
1727,147021870,191757
1727,55214303,1290
1727,191964090,173407
1727,85771524,35111
1727,155625706,196
1727,66017976,180
1727,147022822,77759
1727,103129059,303839
1727,66012195,8417
1727,147025945,76823
1727,147116092,900
1727,176504481,3291
1727,84533408,24552
1727,147024244,793175
1727,66015555,180
1727,112237860,180
1727,71803050,1079
1727,239250590,567
1727,103131853,29230
1727,147022660,165846
1727,147022683,147172
1727,103131232,244864
1727,84535923,22378
1727,191961925,126016
1727,82832339,31617
1727,191962387,223965
1727,147026876,277771
1727,191962145,126936
1727,191961585,157606
1727,82688102,35429
1727,24580790,180
1727,147024834,33263
1727,153434412,2980
1727,191962725,51824
1727,82866439,19783
1727,147023617,44499
1727,191964252,27053
1727,66012091,52867
1727,147026681,48800
1727,70511435,247
1727,103129809,32620
1727,176692777,596
1727,147022347,28875
1727,188924273,13728
1727,191959979,86118
1727,66012008,397
1727,82300671,68048
1727,147022427,546556
1727,165879324,36572
1727,112234814,180
1727,191961186,141462
1727,84533432,75941
1727,84534028,36054
1727,188922858,1610
1727,191960670,96664
1727,191961097,158030
1727,87779907,17463
1727,103131202,236894
1727,191964011,76847
1727,84534364,93069
1727,239249839,540
1727,239250320,180
1727,103129915,17883
1727,147027171,46684
1727,176690568,3107
1727,147022035,255645
1727,142452844,36713
1727,102113312,2371
1727,66021517,21937
1727,234988896,1386
1727,176688921,2723
1727,239247410,180
1727,191962479,118162
1727,103127806,33906
1727,227676282,180
1727,191962645,154183
1727,147022569,545843
1727,103128913,16497
1727,147022387,387693
1727,99186046,2961
1727,120621201,1177
1727,82832938,202384
1727,191963560,365803
1727,234990683,477
1727,191961498,139344
1727,188927047,35547
1727,147027518,222604
1727,155623817,265
1727,121951569,180
1727,66020724,2473
1727,66017971,8640
1727,191964162,148471
1727,239247319,1229
1727,78918118,31128
1727,84534980,23422
1727,147025179,269432
1727,191960203,831613
1727,147113300,1086
1727,103129669,16026
1727,88359858,50106
1727,103128785,34433
1727,234990609,26145
1727,191961522,85872
1727,64114662,3546
1727,82229330,16924
1727,191961080,475263
1727,191961423,89729
1727,82245145,37958
1727,82300539,84778
1727,103132238,61939
1727,66006961,47073
1727,116969314,620
1727,147023388,334696
1727,82606338,120945
1727,93744779,44487
1727,103127404,155158
1727,147023438,396832
1727,147026555,53807
1727,103129401,43677
1727,66018056,579
1727,155626339,89265
1727,66016696,298
1727,84548750,19576
1727,191585988,180
1727,82300795,14700
1727,147023923,128758
1727,103131606,273067
1727,103130760,27847
1727,84534842,20578
1727,234990458,180
1727,239251930,642
1727,82832926,122216
1727,191959905,188647
1727,239247484,180
1727,66011054,427845
1727,82156426,333130
1727,66012521,13586
1727,84533328,34948
1727,191960171,315708
1727,147024262,44204
1727,188923089,360
1727,189853502,180
1727,82832701,42473
1727,103128866,184647
1727,54181582,2139
1727,34943588,180
1727,101838344,18967
1727,147023307,26326
1727,188925664,66081
1727,66017356,2150
1727,121559125,27830
1727,191963082,551154
1727,82018694,24655
1727,66017381,59766
1727,121379321,18681
1727,84217757,41870
1727,191961164,220109
1727,110999612,5582
1727,49085806,736
1727,103127415,68525
1727,234989541,6093
1727,191963350,968032
1727,147111327,180
1727,103128743,68235
1727,103128987,330709
1727,103132235,328608
1727,81585529,2054
1727,177155770,542
1727,234989611,180
1727,79742585,5407
1727,191964349,70460
1727,56813257,180
1727,147021788,265676
1727,191963532,48763
1727,66016772,370
1727,239247825,901
1727,66012581,788
1727,84534944,32193
1727,84533945,54278
1727,147023554,116466
1727,191962370,61371
1727,84534312,41742
1727,101674344,32893
1727,147025356,163345
1727,93083343,792
1727,148027916,837
1727,66021185,398359
1727,191960823,410804
1727,103131097,33406
1727,147025573,110910
1727,103127335,68827
1727,191961038,79875
1727,82299480,23044
1727,147025069,62997
1727,191963249,166771
1727,191585819,360
1727,191960507,97740
1727,27951160,360
1727,121568118,53327
1727,103129057,58674
1727,121559113,2741
1727,103127356,74449
1727,103130191,24243
1727,103130999,137416
1727,234990175,180
1727,84225205,58540
1727,66011691,72711
1727,82299465,27564
1727,90484826,67132
1727,103129616,380724
1727,147025756,74091
1727,66020761,154974
1727,84534769,41035
1727,188663356,47328
1727,103130939,66411
1727,88467277,11197
1727,93749450,59450
1727,103128906,163758
1727,103131147,23865
1727,154451993,107947
1727,147022743,308541
1727,191960499,373662
1727,103128358,7567
1727,191960028,808017
1727,114982075,27074
1727,188926750,180
1727,147022073,253865
1727,239247949,1080
1727,176688419,1240
1727,66016020,514
1727,82832806,34981
1727,239247895,1006
1727,234986852,27620
1727,173846100,773
1727,191962290,184657
1727,177156104,637
1727,239251196,180
1727,188922893,9942
1727,147021742,83198
1727,96644653,180
1727,66021935,180
1727,234987206,380
1727,103130775,31655
1727,84535334,209246
1727,80208382,5968
1727,103129688,68850
1727,147026241,489472
1727,103129331,14043
1727,147022479,58916
1727,82129128,33101
1727,83754013,182686
1727,82129049,44891
1727,83526342,26850
1727,103130879,6003
1727,191960339,212110
1727,82832274,41323
1727,191962402,476065
1727,82059471,18433
1727,147026797,274572
1727,82393380,16162
1727,191960915,94228
1727,147025618,288576
1727,191962854,45979
1727,147021603,81898
1727,103129922,103363
1727,147027600,261431
1727,191961434,61139
1727,103130827,65713
1727,147114467,418
1727,103128764,19476
1727,84532610,28772
1727,28172554,100996
1727,147022565,75181
1727,147022899,119277
1727,84532245,144991
1727,191963089,194290
1727,66006807,2203
1727,103130673,130180
1727,82684759,15119
1727,191964359,1932207
1727,129658475,5920
1727,191963463,101062
1727,103129382,705258
1727,56496627,5538
1727,82299904,75546
1727,137683087,10396
1727,103129032,119542
1727,103129661,19785
1727,82299901,1173
1727,121379302,749
1727,36950002,1543
1727,103132106,48588
1727,147024747,29582
1727,147022817,22355
1727,103130455,184673
1727,103131427,98585
1727,66007065,2741
1727,147024263,51097
1727,147024214,450390
1727,66003739,381
1727,84533439,20454
1727,155626049,540
1727,66015803,360
1727,66015744,1612
1727,103129193,25124
1727,66010990,954
1727,82832231,71785
1727,149663999,360
1727,147025994,45958
1727,82060446,67217
1727,104071519,2059
1727,147023885,173745
1727,117277640,579
1727,155624478,310688
1727,147026955,278378
1727,85765690,57081
1727,82299639,36228
1727,103128495,65161
1727,84535200,43949
1727,191962044,299377
1727,82129108,33110
1727,188925520,31662
1727,71367374,1316
1727,147027098,92558
1727,226738930,464
1727,234986710,180
1727,239249200,180
1727,103129043,34260
1727,134923239,5742
1727,234988840,180
1727,191960044,80677
1727,147022004,135707
1727,66012081,180
1727,66010931,187
1727,147117538,180
1727,239249978,832
1727,81722822,720
1727,147027443,230904
1727,147023581,92121
1727,66016468,180
1727,147023738,154905
1727,103131376,142681
1727,103130179,316301
1727,103131488,151314
1727,56809482,445
1727,121379245,268
1727,66010899,1479
1727,177156273,360
1727,191963262,838862
1727,59629575,1582
1727,121379255,180
1727,82018775,476681
1727,188925671,1519
1727,80673364,5870
1727,147026760,284028
1727,147026826,332947
1727,191961053,530212
1727,82128321,93124
1727,147021671,80775
1727,37884546,180
1727,84535247,34270
1727,188927615,180
1727,119168303,180
1727,191963217,31872
1727,103129743,20372
1727,191964008,333852
1727,82832353,76364
1727,191960563,160917
1727,66011424,59137
1727,57057719,56808
1727,93280073,30128
1727,147025211,539178
1727,82832837,37365
1727,176689069,93653
1727,188923591,5559
1727,83669756,1793
1727,35061867,180
1727,55342239,540
1727,103128704,113688
1727,147027538,71570
1727,147025562,381809
1727,191961488,517195
1727,103131136,62669
1727,82683569,21354
1727,84535690,20944
1727,176504203,2243
1727,191962090,71146
1727,84535957,38102
1727,103129267,137227
1727,191962575,42184
1727,83916919,34544
1727,82190459,44027
1727,122305558,2697
1727,103131037,40860
1727,82832562,19180
1727,191960009,958591
1727,147113902,3593
1727,177156267,2212
1727,86096147,10815
1727,155624440,2876
1727,82018794,18832
1727,147112498,2304
1727,188925382,13490
1727,147022580,266163
1727,191962072,173297
1727,82393804,18911
1727,188925200,6938
1727,147023715,60057
1727,82156309,23444
1727,83299183,87006
1727,103131869,53277
1727,66016026,42144
1727,176504523,343
1727,82248273,28853
1727,82832474,31189
1727,103131957,39722
1727,103129224,24925
1727,176868724,11825
1727,54181525,20182
1727,103128795,96596
1727,103130763,136961
1727,191964109,60313
1727,103128956,9975
1727,90936022,772
1727,59546127,1638
1727,103131410,352521
1727,66012467,7020
1727,147026251,219781
1727,191963104,543592
1727,191963430,383088
1727,147111178,335
1727,191961501,391266
1727,234987305,4877
1727,103130333,32573
1727,103132254,34516
1727,191963981,173675
1727,66011693,1238
1727,147023608,481907
1727,147027701,223812
1727,147023132,24062
1727,84534492,18056
1727,103130203,186946
1727,69904195,1681
1727,82832143,14112
1727,28735447,180
1727,147027344,110413
1727,191961385,141762
1727,35848591,540
1727,191963328,55200
1727,66011259,30358
1727,188923323,180
1727,147025806,251184
1727,89715488,53714
1727,147022414,406382
1727,152850447,33838
1727,84536085,85541
1727,188927605,540
1727,110892884,24426
1727,176870535,1515
1727,191962778,222772
1727,82116349,760384
1727,103131449,24569
1727,66020906,6126
1727,69351241,78243
1727,80214468,1559
1727,83298570,68702
1727,191962692,349717
1727,103127500,496778
1727,188923347,3525
1727,66012563,2296
1727,103127734,49513
1727,239247857,937
1727,147116054,180
1727,46778810,541
1727,147023506,92903
1727,82213307,34158
1727,191961565,250867
1727,90868592,15223
1727,103129164,61100
1727,191961568,1948736
1727,82156421,116899
1727,82655272,23848
1727,103127990,225988
1727,84533901,80976
1727,239248187,180
1727,104391610,18287
1727,103130916,6373
1727,43109173,245
1727,84534698,45359
1727,66007057,2532
1727,66016229,343
1727,191960769,588109
1727,90940016,15763
1727,66022365,360
1727,103131265,55244
1727,147027246,100404
1727,103130261,232996
1727,84510905,3138
1727,191962165,2103063
1727,103131969,170283
1727,191961934,484905
1727,147025261,314495
1727,59514154,360
1727,28101071,232
1727,147112339,6613
1727,84536142,22296
1727,147022349,93328
1727,78230071,720
1727,54617268,180
1727,84536150,126814
1727,188923177,7139
1727,103132041,108687
1727,66021942,1620
1727,45634002,3052
1727,85014580,22367
1727,191960027,215382
1727,147023393,146274
1727,147026296,108843
1727,78919186,21413
1727,191962183,119225
1727,147026889,95589
1727,191959823,270279
1727,191961339,323956
1727,66016645,360
1727,84534814,319377
